tweet,language,topic_name,sub_topic
artist unknown #art #visualart #sculpture  https://t.co/W7i2ekkTci,en,Art and Literature,Forms of Indian Art
ನಮ್ಮ ನ್ಯಾಯಾಂಗ ವ್ಯವಸ್ಥೆ ಇಷ್ಟೊಂದು ದುರ್ಬಲವೇ? #JusticeForNirbhaya,kn,Journalism & Media,Criminal Journalism
@justvoot @CoinDCX @swiggy_in @BeingSalmanKhan @VootSelect @karanjohar Asim,pt,FOOD,Online food delivery
"Xiaomi Expands Local Manufacturing of Smartphones, Smart TVs in India  https://t.co/W0fCy8B0kU",en,Manufacturing,Electronics and electrical manufacturing
"@Amit_Jeswani1 Agree, in india 50% power generation is from coal. Will not help in pollution.",en,ENVIRONMENT,Pollution
"It's time to raise our voice for our #Northeast region, we also a part of India. Request @ncert to include a #chapterforNE to know our Seven Sisters. We stand together. #NortheastIndia #NortheastMatters #onenortheast  https://t.co/QaMIAjBWgE",en,Journalism & Media,Policy and Trends
"Ground moving during magnitude 7.4 earthquake in Oaxaca, Mexico.  #Earthquake   https://t.co/CtAqNJlzZp",en,Natural Disaster,Earthquake
@lioness44123801 @deepukumar143 Followed.,en,Sports,Olympics
#ArrestLucknowGirl  https://t.co/3BikYIBICR,und,Journalism & Media,Criminal Journalism
"New  𝑑𝑒𝑠𝑖𝑔𝑛  #Mammotty has won three National Film Awards for Best Actor, seven Kerala State Film Awards and thirteen Filmfare Awards South Legend @മമ്മുക്ക Wishes from #Thalapathy @actorvijay Fans 💥🥰 @actorvijay #Beast #50YearsOfMammoottysm #BheeshmaParvam #Mammootty  https://t.co/VOvJqg83hj",en,Films and OTT,NationalFilmAwards
I went to IIT as well. 😂  https://t.co/GMMactLQMd,en,Education,IIT
RT Bengal tigers are surprisingly difficult to spot. Here's a tale of our two-day safari in Ranthambore National Park searching for these elusive big cats. #ranthamborenationalpark #india via @free_two_roam  https://t.co/2sqBaICMmZ,en,Wildlife and Vegetation,Ranthambore National Park
@xoxomaliha it is actually better than barfi. most of the kaju katli's are not that sweet. try it! you will love it 😋,en,FOOD,Indian desserts
うわー、このチェキレアすぎるやろ🤦‍♂️🤦‍♂️🤦‍♂️  大江戸隊グッズ含む5000円以上！ 絶対条件😈‼️ キッドのワイヤレス充電器は確実購入でよろしく🐯🖤  8/31の23:59までの完全受注品だから〜 後悔のないように〜🙌  #SLK #OEDotai #STARDOM  https://t.co/kZimGMN61y,ja,Films and OTT,StarKids
@Aq738 @MSuppasit Dah nak pkl 10..😅👀👀,in,Sports,Pro Kabaddi League (PKL)
Missing radioactive device: PM Narendra Modi’s nod to unearth Nanda Devi’s secret  https://t.co/PBuk2lJh87,en,Wildlife and Vegetation,Nanda Devi National Park
@LeoDiCaprio RT @ibnlive: Great Indian Bustard more endangered than tiger  http://t.in.com/feyz,en,Wildlife and Vegetation,Save the Great Indian Bustard
"@NetflixIndia @netflix If I've watched the ""New Episode"", remove this ""New"" Episode tag, fgs.  https://t.co/urbDdTlBYo",en,Films and OTT,"OTT platforms such as Netflix, Amazon Prime Video, etc"
PM @narendramodi reviews Namami Gange programme  https://t.co/d9HcNi7LZc,tl,Wildlife and Vegetation,River Rejuvenation
@KeralaBlasters Vincy,en,Sports,Indian Super League (ISL)
*કળિયુગ* છે *જુઠા* નો *સ્વિકાર* થાય અને *સાચા* નો *શિકાર* થાય.,gu,Wildlife and Vegetation,Wildlife Crime
@KaduIndia @india4contests @thefreejinn @Contest_Hub @Contest_in And I found another  3 now count is 6. @sweta87ranger @adish1990 @abhidextreme1  join me #EarnYourStripes #KaduWines  #contest #contestday #contesttime #contestalert #BornToBeWild #WineForACause #KaduIndia #SaveTigers #RoyaltyOfKarnataka,en,Wildlife and Vegetation,Save Tiger Project
"AUTOMOBILES|NOV-17 VOLUMES:Maruti Suzuki,Mahindra &amp; Mahindra,Tata Motors,Eicher Motors,Ashok Leyland,TVS Motor says   https://t.co/L4FSFKkgDx",et,Manufacturing,Automobile Manufacturing
"I love the online final exam that happens in this semester. Instead we sit in hall full of students taking the final exam, but today we sit in front of the laptop to answer &amp; submit the question. Instead of 3 hours long of period, its becoming 8 hours 😂❤️",en,Education,Online Education
@MdxOfficial2018 @Debashi03455898 @bosesrinjoy @rpsggroup @sbotopin @IndSuperLeague @atkmohunbaganfc @Mohun_Bagan @SplendorsM @MumPuneMariners @MohunBaganFans @JRSM_MohunBagan @delhi_mariners @SKMOfficial1889 @DMarinerd @StarFootball @UltadangaM @MohunNews It's trending in India not only wb. #removeatk or #breakthemerger #JoyMohunBagan,en,Sports,Indian Super League (ISL)
"Businesses to declare mismatch in GST returns form, outward supplies in annual returns: FinMin | Business News -  https://t.co/NCgA5vGER0 #GST",en,Journalism & Media,Social Movements and News
@AdvMamtaSharma Good for All Students but not for Whose doing studying well from High cost Coaching. All over good if the exams will canceled because the mind of children not well prepared for 2021 exams. Some schools not done our duty during online classes.,en,Education,Online Education
. @Sibi_Sathyaraj 's #Ranger 🐅  Dubbing Starts today with a Pooja !  Exciting updates soon ..  #SaveTigers #BasedOnATrueStory  @nambessan_ramya @iamMadhuShalini @Dharanidharanpv @kaaliactor @ArrolCorelli @tnkabilan @EditorShivaN @auraacinemas @DoneChannel1   @VanquishMedia__,en,Wildlife and Vegetation,Save Tiger Project
@convomfs 1,und,Sports,Pro Kabaddi League (PKL)
"#YSExclusive  @swiggy_in elevated @phanikishan, an early employee since 2015, to Co-founder role in a move founder  @harshamjty termed ""an ode to (a) Swiggster"" who's played a key role in the startup's journey.   @Sindkash @tenzin_pema @nandanreddy    https://t.co/iCsFzIKQoL",en,FOOD,Online food delivery
"@cmohry @rakeshdaultabad It is not as much about construction as it is about focus on keeping pollution down by taking required steps.  The Tribune India: Air quality worsens in Gurugram, ban on construction looms.  https://t.co/2Y74H3r1Dj  via @GoogleNews",en,ENVIRONMENT,Pollution
@VishvasSarang @JeffBezos @PrimeVideoIN @amazon @amazonIN @PrakashJavdekar Iss Tandav pe koi FIR hui? Nahi?   https://t.co/ujdTa8jyFY,hi,Films and OTT,OTTCensorship
リアル誕生日にこの5種類が届いたら、何から淹れよう✨ 沢山淹れNight🍃栽培品種も淹れKnight🍃🍃  🍃Darjeeling Jungpana Exotic Summer Muscatel 🍃Assam Doomni Gold Summer 🍃Nilgiri Glendale Special Spring Twirl 🍃Nilgiri Craigmore Classic Winter Frost 🍃North East India Gold Summer  https://t.co/OqnsWpzdMI,ja,Wildlife and Vegetation,Nilgiri National Park
Sad reality of our education system. @TharEduAlliance @AlifAilaan  https://t.co/JTVE0UiYV1,en,Education,Education System
Spend the #NewYear in the jungles of Corbett National Park and welcome #2017 with the #tigers  https://t.co/LCN5z0iAik  https://t.co/Svcu5oavek,en,Wildlife and Vegetation,Corbett National Park
"संसदीय क्षेत्र दमोह के सांसद माननीय श्री @prahladspatel  जी ने सतधरू बांध के लिए वनभूमि के स्थानांतरण पर प्रत्यक्ष मिलकर मा. पर्यावरण, वन एवं जलवायु परिवर्तन मंत्री श्री @PrakashJavdekar  जी को पुन:स्मरण कराया, आपका बहुत बहुत धन्यवाद।  https://t.co/nNHTrYL2EQ",hi,Wildlife and Vegetation,climate change(wildlife)
2022 KKR winning IPL trophy 😊,en,Sports,Indian Premier League (IPL)
#Tiger #NEWS - (#India) Impetus to #wildlife conservation in Karnataka  http://t.co/rxrrbL2iVh,en,Wildlife and Vegetation,all_conservation
12206 NANDA DEVI EXP started on 28 August  -departed from Roorkee(RK)  No Delay -live running status  http://t.co/0nL6ZNaZxA,en,Wildlife and Vegetation,Nanda Devi National Park
@apoorva_dave @zomato @zomatoin Exactly.   Seems they are still hungover from their IPO 😑,en,FOOD,Online food delivery
Best movie of Salman Khan in term of storyline. The film garnered the National Film Award for Best Popular Film Providing Wholesome Entertainment at the 63rd National Film Awards.   6YRS OF GEM BAJRANGI BHAIJAAN,en,Films and OTT,NationalFilmAwards
"@CNNnews18 @VPSecretariat @harpic_india Use of Natural Fresh Water resource in Coal mining also induce a Stress on Natural Fresh Water resources, Cause Pollution due to Coal Gasification, CBM &amp; cause Health Risks to Citizens, Corrosion risk too..  Hope Nuclear Power, EV's &amp; Recycling of Metals &amp; Alloys is Promoted..",en,ENVIRONMENT,Pollution
"The Indian Institute of Technology (IIT), Guwahati and Ahmedabad-based pharmaceutical company Hester Biosciences Limited have come together for developing a vaccine against #coronavirus.The agreement was signed on April 15.  #innovation #innovativeIndia  https://t.co/LlyuuesAio",en,Education,IIT
Warm #welcome to our squad @harman_khabra 💛  @KeralaBlasters  #YennumYellow #KBFC #Manjappada  https://t.co/bu0ezMqocj,en,Sports,Indian Super League (ISL)
@TRAI @ParshuramEco @DeshmukSubhash Day to-day calls are being dropped from all mobile companies in Solapur. Complaints by calling and internet facility by making a complaint. All the prepaid calls drop of communication to India.,en,Films and OTT,OTT Voicecalling
@join2manish Byju's is the Mumbai Indians scout team of the ed-tech world.,en,Sports,Indian Premier League (IPL)
Well my college is online for the next semester as well! 🥵🤌  https://t.co/BiE4GWkYpE,en,Education,Online Education
"Breaking:   EVM hacked in Nandigram.   But It worked well in rest of the Bengal, Kerala and TN.   #ElectionResults #Nandigram #BengalElection2021",en,Politics,"West Bengal Elections, 2021"
#LRD_MALE  #GUJLRDMALE3367 #trand #LRD #LRDMALE #LRD_MALEगुजरात #lrdmalejustice કંઇ પણ movement નથી કરી ને સરકાર અમારું મનોબળ તોડવા મંગે છે પરંતું સિંહ પણ શિકાર માટે 2 કદમ પીછે હટ કરે છે ઈ યાદ રાખે સરકાર. @CMOGuj @HMofficeGujarat @PradipsinhGuj @vijayrupanibjp @Zee24Kalak  https://t.co/AwC6NuFAm5,gu,Wildlife and Vegetation,Wildlife Crime
"Join us to witness Mexican street-artist @senkoeone paint magic on the wall of Faculty of Fine Arts #JamiaMilliaIslamia Univ on Wednesday, April 10th from 10:30 am onwards, followed by an interactive session with the audience. 🇲🇽🎨👨‍🎨  #MexicoIsArt #mandalaera #StreetArt #mural  https://t.co/rfZtChUWQb",en,Art and Literature,Forms of Indian Art
Custom Designed Apps... connect with us  https://t.co/LQbvEbu5Um #app #android #ios #android #design #ui #tech #ux #mobileapp #customapp #webdesign #instagram #apple #mobile #technology #appdesign #startup #appstore #playstore #apps #web #uidesign #business  https://t.co/WWv198nSj7,en,R&D and Technology,Mobile Technology
"This #lockdown has given our planet a chance to heal. It’s a silver lining we can hold on to. So, this World Bicycle Day let’s pledge to continue helping mother #nature heal by opting for an eco-friendly mode of transportation. #WorldBicycleDay #bicycleday #WorldBicycleDay2021  https://t.co/NhtCAOuekF",en,ENVIRONMENT,Eco Friendly
"@Drsarika005 @PMOIndia @NITIAayog @CPCB_OFFICIAL First, stop cutting forests down in name of eco. development. India has 21% forest cover in theory (really dense forests approx 10-12%). France a highly industrialized, developed country has 30%+ forest cover. India can lead the way - be better environmentally than the west",en,Wildlife and Vegetation,Forest Cover
"#ModiEnjoyingSoldiersDying is an old habit of Nero  From Discovery, a Glimpse of What Modi Was Doing on the Day of the Pulwama massacre  He left Corbett National Park that day at 7 pm, a full 4 hours after the deadly attack in Pulwama at 3 pm    https://t.co/ZI6c4j0KvJ",en,Wildlife and Vegetation,Corbett National Park
"Ajey Lele, Head of the Centre on Strategic Technologies at India's Institute for Defence Studies and Analyses, provides an in-depth look and new insights into @isro's 2019 missions.   https://t.co/APPbXMmUJR",en,R&D and Technology,ISRO
The Wildlife Crime Control Bureau has to definitely probe Zee India as to the  source of this video. The dogs are not hounds and there seems to be a hunter who has shot the animal and video recording it.    https://t.co/3pWXSTtIkw,en,Wildlife and Vegetation,Wildlife Crime
Are these kids looking sad? Maybe to Govt. -Yes. They are learning. Online classes are not just about screen time always. Can you dare to think banning online work and night shifts due to screen time in BPO and IT. Well No. Stop being unfair to Pvt. Schools and #SaveOurSchools  https://t.co/HOgXbfiUho,en,Education,Online Education
"Surajkund Crafts Mela 2010: Handicrafts,Cuisines and Fairand Festivals. ... Cultural programmes organized jointly ...  http://bit.ly/cGAF15",en,Art and Literature,Art festivals
@PMOIndia @narendramodi Sir thoda college Or school kisi fees pe bhi dhayan dijiye online pdai hui jisne bus 1 2 class hi lgi he pure subjects to pdaye hi nhi fir bhi college bale puri fess mag rhe he Or dmaki de rhe he fees jma nhi hogi to exam form nhi bhrenge,tl,Education,Online Education
 as many other suppliers to the group also slash their exposure | #steel  By @C_Rich81:  https://t.co/5dmnKJ1iCY  https://t.co/81fcltXQyZ,en,Manufacturing,Steel Manufacturing
"If there’s something good out of all the deaths... “In India, where air pollution is among the world’s worst, “people are reporting seeing the Himalayas for the first time from where they live,” Lauri Myllyvirta, lead analyst at the Helsinki-based...”  https://t.co/lRJdoJGO3Z",en,ENVIRONMENT,Pollution
"Nice that wok of India’s climate change efforts are rewarded by Nobel, considering we do more wok on #environmental issues than China which is No 1 on carbon footprint on our Planet. @ShrinivasDempo Woke Indians.",en,ENVIRONMENT,Climate Change
"@EBRPFC @MamataOfficial @sc_eastbengal @IndSuperLeague @IndianFootball এখন আর ক্লাব বিক্রি, দুই চুক্তিপত্রে বিস্তর ফারাক, এই বিষয়গুলো আর শুনতে পাবে না।",bn,Sports,Indian Super League (ISL)
Cyclone Fani may hit Odisha at 205 Km/Hr; tourists told to leave   https://t.co/XCbkybZe9p,en,Natural Disaster,Cyclone
There is going to be a big earthquake in the Parliament today. Stay safe! #NoConfidenceMotion,en,Natural Disaster,Earthquake
 no del comunismo claro..  https://t.co/mD6KW4UAz6,es,Manufacturing,Steel Manufacturing
"BB won National Film Award for Best Popular Film Providing Wholesome Entertainment at 63rd National Film Awards and nominated for four awards at the 61st Filmfare Awards including Best Film and Best Actor, and won the Filmfare Award for Best Story  6YRS OF GEM BAJRANGI BHAIJAAN",en,Films and OTT,NationalFilmAwards
@anuragkashyap72 1) Our increasing positivity trends 2) More death rates - Meanwhile India contributed over 4000 deaths in the past week  3) Insufficient hospital beds  4) Assam floods 5) Dalits being murdered.,en,ENVIRONMENT,Floods
"@SEBI_India @BSEIndia : Need your attention on this ghost script ""ProIndia"" trade is happening with no volume.👏👏  https://t.co/PYwtk04FlL",en,Economics and Retail,SEBI and New margin rules
@AVL_List Vehicle pollution testing equipment in India market is bad quality.... they don't service  - equipment parts but   - suggest  to replace defective parts fully  - di speed 2000 ( smoke meter) for full replacement  - cost 48000 ( Indian rs ) its very unfair for charging this amount,en,ENVIRONMENT,Pollution
"@nsitharaman ..are in manufacturing, if we want to lift up GDP and get 5 trillion dollar economy we must encourage those people who can manufacture in-home specially in ELECTRONICS, AUTOMOBILE and DEFENCE which would pull our money back in INDIA.",en,Manufacturing,Electronics and electrical manufacturing
@AIRTEL_KE Hapa sasa @TelkomKenya  ndio wametamba. They have improved their network a bit alafu kuna hii 2.9GB ya 1 month imeweza.,en,R&D and Technology,Mobile Technology
@thetribunechd @DalrympleWill @JaipurLitFest An ad limerick writer in literary fest?,en,Art and Literature,Literature festivals
ਦੇਸ਼ ਦੀ ਸਬ ਤੋ ਵੱਡੀ ਪਨੋਤੀ  #FarmersProtest  #मोदी_सबसे_बड़ी_पनौती  https://t.co/UVMZlRolWd,pa,Politics,Farmer Agitation
